SensorName,LastCommunicationDate,X_mms,Y_mms,Z_mms,X_hz,Y_hz,Z_hz,Fault
Sensor-300578,15-08-2017 08:04,0.6,0.8,0.9,16,19,9,0
Sensor-300575,15-08-2017 08:07,0.7,0.9,2.2,12,21,12,0
Sensor-300579,15-08-2017 08:07,1.3,0.4,0.6,16,9,11,0
Sensor-300577,15-08-2017 08:10,2.2,0.4,0.3,9,10,10,0
Sensor-300575,15-08-2017 08:17,1.7,3.6,5.1,16,9,9,0
Sensor-300579,15-08-2017 08:17,8.1,0.5,0.4,15,17,12,1
Sensor-300577,15-08-2017 08:20,4.5,1.6,1.6,12,12,27,0
Sensor-300578,15-08-2017 08:24,1.1,0.9,1.7,10,16,17,1
Sensor-300575,15-08-2017 08:27,1.2,1.6,3.9,15,9,11,1
Sensor-300579,15-08-2017 08:27,9.1,3.2,2.2,10,10,10,0
Sensor-300577,15-08-2017 08:30,12.5,1.3,1.5,13,11,12,0
Sensor-300578,15-08-2017 08:34,0.9,0.6,2.3,13,15,12,0
Sensor-300575,15-08-2017 08:37,1.1,2.7,6.5,13,14,16,1
Sensor-300579,15-08-2017 08:37,9.5,1.5,1.2,9,14,12,1
Sensor-195732,15-08-2017 08:39,0.9,0.7,1.8,13,13,13,1
Sensor-300577,15-08-2017 08:40,14.7,0.6,0.6,12,20,14,1
Sensor-300579,15-08-2017 08:47,7.5,3.2,1.8,12,13,13,0
Sensor-300577,15-08-2017 08:50,9.1,1.1,1.4,9,15,11,0
Sensor-300578,15-08-2017 08:54,2.4,1.4,1.3,9,9,13,1
Sensor-300575,15-08-2017 08:56,0.7,0.9,2.1,22,9,9,1
Sensor-300579,15-08-2017 08:57,11.3,2.3,1.9,14,10,10,0
Sensor-300577,15-08-2017 09:00,2.6,1.8,2.9,14,10,10,1
Sensor-300578,15-08-2017 09:04,0.5,0.7,1.4,11,14,14,1
Sensor-300575,15-08-2017 09:06,1.6,3.6,7.1,9,12,12,0
Sensor-300579,15-08-2017 09:07,8.8,2.6,2,14,17,13,1
Sensor-300577,15-08-2017 09:10,0.6,0.7,0.4,11,10,11,1
Sensor-300575,15-08-2017 09:16,2,1.4,3.8,13,13,19,1
Sensor-300579,15-08-2017 09:17,1.2,0.5,0.5,10,11,11,1
Sensor-300577,15-08-2017 09:20,4.9,1.8,2,14,13,15,1
Sensor-300575,15-08-2017 09:26,0.7,1.2,2.9,12,14,11,1
Sensor-300579,15-08-2017 09:27,3.3,2.5,1.2,13,14,17,0
Sensor-300577,15-08-2017 09:30,4.5,1,1.2,11,9,9,0
Sensor-300578,15-08-2017 09:34,1,1.1,2,9,9,9,1
Sensor-300575,15-08-2017 09:36,3.4,2.8,4.1,9,13,9,1
Sensor-300579,15-08-2017 09:37,5.9,2,1.4,9,11,14,1
Sensor-300577,15-08-2017 09:40,2,0.9,0.6,11,12,11,0
Sensor-300575,15-08-2017 09:46,0.9,0.9,1.9,11,11,11,0
Sensor-300579,15-08-2017 09:47,9,0.3,0.5,12,13,12,0
Sensor-300577,15-08-2017 09:50,5.9,0.8,1.3,11,13,12,1
Sensor-300578,15-08-2017 09:53,0.3,0.2,0.5,9,9,9,0
Sensor-300575,15-08-2017 09:56,0.5,1.2,1.5,9,9,9,1
Sensor-300579,15-08-2017 09:57,4.5,4.4,2.5,13,14,16,1
Sensor-300577,15-08-2017 10:00,9.8,2,2.2,14,14,11,1
Sensor-300578,15-08-2017 10:03,1.6,2.2,5.6,9,13,9,0
Sensor-300575,15-08-2017 10:06,2.1,2.9,3.9,16,13,13,0
Sensor-300577,15-08-2017 10:10,1.4,0.3,0.3,9,9,22,0
Sensor-195732,15-08-2017 10:14,0.5,1.5,5.4,9,9,9,1
Sensor-300575,15-08-2017 10:16,0.5,1.3,1.8,9,13,13,0
Sensor-300579,15-08-2017 10:17,12.6,3.3,2.6,10,13,11,0
Sensor-300577,15-08-2017 10:20,3.3,0.4,0.5,12,14,10,1
Sensor-300578,15-08-2017 10:23,1.1,1.3,2.3,12,13,10,1
Sensor-300579,15-08-2017 10:27,5.2,0.7,0.7,9,16,25,0
Sensor-300577,15-08-2017 10:30,2.1,1.3,1.8,16,15,12,1
Sensor-300578,15-08-2017 10:33,1.3,0.8,3,9,19,11,1
Sensor-300575,15-08-2017 10:36,1.8,2.1,4.3,16,9,16,0
Sensor-300579,15-08-2017 10:37,11.9,2.3,1.8,10,11,10,0
Sensor-300577,15-08-2017 10:40,6.9,0.7,0.6,10,13,14,1
Sensor-300578,15-08-2017 10:43,0.6,1.2,4,13,9,9,0
Sensor-300579,15-08-2017 10:47,2.4,0.9,0.7,9,13,11,0
Sensor-300577,15-08-2017 10:50,3.6,2.7,2.5,11,14,31,0
Sensor-300578,15-08-2017 10:53,0.6,0.5,1.5,13,13,16,0
Sensor-300579,15-08-2017 10:57,6.1,2.8,1.7,16,20,16,1
Sensor-300577,15-08-2017 11:00,8.2,2,1.9,12,11,21,0
Sensor-300578,15-08-2017 11:03,0.4,1.1,1,17,15,17,0
Sensor-300575,15-08-2017 11:06,1.2,2,3.7,9,9,22,0
Sensor-300579,15-08-2017 11:07,6.5,3.4,1.7,13,13,14,0
Sensor-300577,15-08-2017 11:10,2.6,1.5,1.6,10,10,13,1
Sensor-300578,15-08-2017 11:13,1.6,1.9,3,9,19,9,0
Sensor-300575,15-08-2017 11:16,1.1,1,2.2,13,14,9,0
Sensor-300579,15-08-2017 11:17,2.9,2.4,2.6,16,12,11,1
Sensor-300577,15-08-2017 11:20,4.9,2.1,2.5,9,11,9,1
Sensor-195732,15-08-2017 11:20,1.1,0.9,2.1,13,9,25,0
Sensor-300578,15-08-2017 11:23,1.2,1.3,2.8,16,9,13,1
Sensor-300575,15-08-2017 11:25,2.9,2.7,4.6,11,14,11,0
Sensor-300579,15-08-2017 11:27,2.3,2,2,12,11,24,1
Sensor-300577,15-08-2017 11:30,5.4,2.9,3.1,13,11,9,1
Sensor-300575,15-08-2017 11:35,2.3,3.4,5.9,9,16,9,0
Sensor-300579,15-08-2017 11:37,3.5,2.1,1.6,11,14,10,1
Sensor-300577,15-08-2017 11:40,1.2,0.5,0.6,10,25,11,0
Sensor-300578,15-08-2017 11:43,0.9,1.2,1.8,9,9,16,0
Sensor-300579,15-08-2017 11:47,0.5,0.2,0.2,13,9,13,1
Sensor-300577,15-08-2017 11:49,4,3,3.3,9,13,9,0
Sensor-300578,15-08-2017 11:53,0.7,1.6,2.6,9,38,9,0
Sensor-300579,15-08-2017 11:56,0.4,0.3,0.3,17,13,13,1
Sensor-300577,15-08-2017 11:59,2,0.3,0.4,12,12,10,1
Sensor-300578,15-08-2017 12:02,0.8,0.7,1.3,20,9,11,0
Sensor-300579,15-08-2017 12:06,1.2,0.3,0.6,25,9,9,1
Sensor-300578,15-08-2017 13:41,1.4,1.2,1.7,28,22,31,0
Sensor-300579,15-08-2017 13:45,7.8,2.5,1.9,12,11,9,1
Sensor-300577,15-08-2017 13:48,5.9,2,1.7,11,13,13,1
Sensor-300578,15-08-2017 13:51,1.1,1,1.9,61,17,16,1
Sensor-300575,15-08-2017 13:54,1.3,2.5,3.6,9,19,13,0
Sensor-300579,15-08-2017 13:55,8.7,0.8,0.4,11,13,10,0
Sensor-300577,15-08-2017 13:58,5.7,0.7,0.9,9,10,57,1
Sensor-195732,15-08-2017 14:00,0.7,1,2.2,13,13,19,0
Sensor-300578,15-08-2017 14:01,1.3,1.2,1.6,12,15,19,0
Sensor-300575,15-08-2017 14:04,0.8,2,4.2,13,9,9,0
Sensor-300579,15-08-2017 14:05,2.5,1.8,1.5,9,17,38,1
Sensor-195732,15-08-2017 14:10,0.5,0.4,2.4,9,13,13,1
Sensor-300578,15-08-2017 14:11,2,1.4,2.2,11,11,11,1
Sensor-300579,15-08-2017 14:15,20.9,0.7,0.7,11,9,11,1
Sensor-300577,15-08-2017 14:18,7.1,2.4,1.8,11,10,23,0
Sensor-300575,15-08-2017 14:24,2,3.4,9.2,22,31,16,0
Sensor-300579,15-08-2017 14:25,12.7,1.8,1.3,11,13,10,1
Sensor-300577,15-08-2017 14:28,3.4,1.9,1.4,11,11,12,0
Sensor-300578,15-08-2017 14:31,1.2,1,1.8,13,16,14,0
Sensor-300575,15-08-2017 14:34,1.8,2.7,5,12,12,10,1
Sensor-300579,15-08-2017 14:35,1,0.6,0.7,12,16,9,1
Sensor-300577,15-08-2017 14:38,2.3,0.9,1,14,12,9,1
Sensor-300578,15-08-2017 14:41,1.2,1.4,1.4,16,9,16,0
Sensor-300575,15-08-2017 14:44,0.3,0.9,2.2,11,11,12,0
Sensor-300579,15-08-2017 14:45,6.2,3.2,1.2,12,13,12,1
Sensor-300577,15-08-2017 14:48,5.2,0.4,0.4,12,21,20,0
Sensor-300578,15-08-2017 14:51,1.1,1,1.9,9,9,14,1
Sensor-300575,15-08-2017 14:54,1.1,1.9,5,16,16,16,0
Sensor-300579,15-08-2017 14:55,4.1,0.7,0.8,12,10,12,0
Sensor-300577,15-08-2017 14:58,1,0.7,1,11,10,12,0
Sensor-300575,15-08-2017 15:04,1.4,1.6,6.4,9,9,9,0
Sensor-300579,15-08-2017 15:05,17.9,3.6,2.6,9,11,9,1
Sensor-195732,15-08-2017 15:06,0.5,0.7,1.9,16,16,16,1
Sensor-300577,15-08-2017 15:08,3.5,1.2,1.8,10,29,10,0
Sensor-300578,15-08-2017 15:11,1,1.8,2.5,9,9,9,1
Sensor-195732,15-08-2017 15:11,1.5,1.1,2.5,9,16,22,0
Sensor-300575,15-08-2017 15:14,0.8,1.5,3.5,17,12,14,0
Sensor-300579,15-08-2017 15:15,1.5,0.8,0.7,13,13,13,0
Sensor-195732,15-08-2017 15:16,0.9,1.3,1.5,16,13,16,0
Sensor-300577,15-08-2017 15:18,7.2,1.6,1.6,15,14,16,0
Sensor-300578,15-08-2017 15:21,3.6,0.8,2.2,9,9,9,0
Sensor-300575,15-08-2017 15:23,0.4,0.8,2,9,9,13,1
Sensor-300579,15-08-2017 15:25,2,2,2,12,11,10,1
Sensor-195732,15-08-2017 15:26,1.5,1.6,2.6,9,9,9,0
Sensor-300577,15-08-2017 15:28,3.4,0.5,0.6,9,15,12,0
Sensor-300578,15-08-2017 15:31,1.2,1.1,1.5,16,9,13,0
Sensor-195732,15-08-2017 15:31,1.2,1,1,13,13,28,1
Sensor-300579,15-08-2017 15:35,6.8,0.9,1.1,11,11,14,1
Sensor-300577,15-08-2017 15:38,2,2.3,1,9,16,9,0
Sensor-300579,15-08-2017 15:45,1.1,0.7,0.6,12,12,9,0
Sensor-300577,15-08-2017 15:48,9.8,0.5,0.6,9,22,9,1
Sensor-300579,15-08-2017 15:55,6.7,1,1.2,15,15,10,0
Sensor-195732,15-08-2017 15:55,0.5,0.7,1.8,9,9,9,0
Sensor-300577,15-08-2017 15:58,3.2,2.1,2,13,11,9,1
Sensor-300578,15-08-2017 16:00,1,0.7,2,11,13,9,0
Sensor-300575,15-08-2017 16:03,0.5,0.8,1.8,19,9,25,1
Sensor-300579,15-08-2017 16:05,1.3,1.2,1.1,9,10,9,0
Sensor-300577,15-08-2017 16:08,1.8,0.9,1,9,14,9,1
Sensor-300578,15-08-2017 16:10,0.8,0.8,1.6,9,11,14,1
Sensor-300575,15-08-2017 16:13,2.3,2.9,4.5,9,11,13,0
Sensor-300579,15-08-2017 16:15,2.6,1.3,1.7,12,12,13,1
Sensor-300577,15-08-2017 16:18,3.2,3.5,1.6,12,33,34,1
Sensor-195732,15-08-2017 16:20,1,1.2,3.7,22,16,22,1
Sensor-300575,15-08-2017 16:23,0.5,2.3,2.5,9,9,13,0
Sensor-300579,15-08-2017 16:25,4.5,0.8,0.7,14,14,14,1
Sensor-300577,15-08-2017 16:28,13.7,1.8,3,9,13,49,1
Sensor-300578,15-08-2017 16:30,1.6,1.3,2,12,18,11,0
Sensor-300579,15-08-2017 16:35,6.2,1.3,1.5,15,9,11,1
Sensor-300577,15-08-2017 16:38,11.8,2.4,2.7,9,9,9,1
Sensor-300575,15-08-2017 16:43,1.1,1.3,2.8,11,12,11,1
Sensor-300579,15-08-2017 16:45,14.7,2.4,2,10,13,41,0
Sensor-300577,15-08-2017 16:58,4.6,3.4,3.5,16,13,97,1
Sensor-300579,15-08-2017 17:05,0.7,0.4,0.4,9,9,9,0
Sensor-300577,15-08-2017 17:07,1.5,0.4,0.3,13,23,16,1
Sensor-300578,15-08-2017 17:10,0.5,0.4,0.3,13,9,9,1
Sensor-300575,15-08-2017 17:12,0.1,0.2,0.9,47,9,9,0
Sensor-300579,15-08-2017 17:15,0.3,0.5,0.3,13,9,9,1
Sensor-300575,15-08-2017 17:42,1.3,1.3,2.7,10,12,12,0
Sensor-300579,15-08-2017 17:45,0.9,0.4,0.5,14,14,14,1
Sensor-300577,15-08-2017 17:47,6,0.6,0.8,9,10,12,1
Sensor-300578,15-08-2017 17:50,1.3,0.9,1.6,16,9,19,1
Sensor-300575,15-08-2017 17:52,1.5,0.9,3.1,13,13,9,1
Sensor-300579,15-08-2017 17:54,1.9,0.3,0.3,16,13,13,0
Sensor-300577,15-08-2017 17:57,6.7,4.3,4.6,11,13,12,0
Sensor-300578,15-08-2017 18:00,0.4,0.4,0.9,9,12,12,0
Sensor-300579,15-08-2017 18:04,8.6,5,3.1,14,12,10,1
Sensor-300577,15-08-2017 18:07,1.7,1.4,1.8,13,12,33,0
Sensor-195732,15-08-2017 18:11,0.5,0.7,1.9,13,13,22,0
Sensor-300575,15-08-2017 18:12,1.4,1.4,4.2,9,16,34,1
Sensor-300579,15-08-2017 18:14,2.1,2.6,1.6,10,11,14,1
Sensor-300577,15-08-2017 18:17,8.7,0.9,1,9,20,12,0
Sensor-300578,15-08-2017 18:19,1.6,1,2,13,9,9,1
Sensor-300579,15-08-2017 18:24,4,1.1,0.8,9,10,10,0
Sensor-195732,15-08-2017 18:26,0.2,0.7,1.9,16,13,13,1
Sensor-300577,15-08-2017 18:27,1.2,0.3,0.5,11,11,9,0
Sensor-300575,15-08-2017 18:32,1,1.3,2.1,13,14,14,0
Sensor-300579,15-08-2017 18:34,1.2,0.4,0.9,10,22,10,1
Sensor-300577,15-08-2017 18:37,6.6,0.4,0.5,11,17,11,1
Sensor-300578,15-08-2017 18:39,2.5,1.1,3.3,9,9,9,1
Sensor-300575,15-08-2017 18:42,1.3,1.2,2.4,9,12,9,0
Sensor-300579,15-08-2017 18:44,8.2,3.8,1.7,9,10,12,0
Sensor-300577,15-08-2017 18:47,4.2,2.8,4.4,13,13,97,0
Sensor-300578,15-08-2017 18:49,0.7,0.6,1.6,17,17,17,1
Sensor-195732,15-08-2017 18:51,0.3,0.4,0.7,9,9,9,1
Sensor-300575,15-08-2017 18:52,1.1,1.8,4.1,10,12,16,0
Sensor-300579,15-08-2017 18:54,2.3,1.8,1.6,12,13,11,1
Sensor-300577,15-08-2017 18:57,4.2,2.1,1.6,11,13,26,1
Sensor-300578,15-08-2017 18:59,2.8,1.1,3.9,13,9,9,0
Sensor-195732,15-08-2017 19:01,0.7,1.8,4.4,13,16,16,1
Sensor-300575,15-08-2017 19:02,1.6,2.4,4,13,19,19,0
Sensor-300579,15-08-2017 19:04,6.3,2.5,1.3,11,11,11,0
Sensor-195732,15-08-2017 19:06,0.9,1.1,3,28,13,13,1
Sensor-300577,15-08-2017 19:07,7,2.7,2.1,9,16,26,0
Sensor-300578,15-08-2017 19:09,0.8,0.5,1.3,15,15,15,0
Sensor-195732,15-08-2017 19:11,0.5,0.8,1,16,9,19,1
Sensor-300575,15-08-2017 19:12,0.5,0.8,1.3,9,12,14,1
Sensor-300579,15-08-2017 19:14,7,1.1,1,13,12,16,1
Sensor-300577,15-08-2017 19:17,14.6,1.1,1.7,9,15,11,0
Sensor-300578,15-08-2017 19:19,2.1,1.3,2.2,9,14,13,0
Sensor-195732,15-08-2017 19:21,1.4,1.4,2.9,9,13,13,1
Sensor-300575,15-08-2017 19:22,2,2.4,4,17,16,11,0
Sensor-300575,15-08-2017 19:22,2,2.4,4,17,16,11,1
Sensor-300579,15-08-2017 19:24,2.9,0.6,0.9,10,9,10,1
Sensor-300577,15-08-2017 19:27,3.5,2.6,1.7,12,13,24,0
Sensor-300578,15-08-2017 19:29,0.6,1.2,1.6,9,16,9,0
Sensor-300579,15-08-2017 19:34,3.1,1.5,1,12,13,14,1
Sensor-300577,15-08-2017 19:37,7.6,1.6,1.2,10,9,11,1
Sensor-300575,15-08-2017 19:42,1.6,1.9,3.3,9,9,9,1
Sensor-300579,15-08-2017 19:44,2.9,2.1,1.2,12,18,11,0
Sensor-300577,15-08-2017 19:47,2.5,0.4,0.7,14,11,10,0
Sensor-300578,15-08-2017 19:49,1.2,0.8,1.9,9,13,14,1
Sensor-300575,15-08-2017 19:51,0.7,1.8,3.9,9,11,11,1
Sensor-300579,15-08-2017 19:54,2.1,1.6,1.1,13,13,17,1
Sensor-300577,15-08-2017 19:57,10.2,2.3,2.5,9,12,12,0
Sensor-300578,15-08-2017 19:59,1.4,0.8,0.9,9,14,14,0
Sensor-300575,15-08-2017 20:01,2.5,1.2,1.4,9,9,16,1
Sensor-300579,15-08-2017 20:04,1.4,0.8,0.5,12,14,12,0
Sensor-300577,15-08-2017 20:17,9,0.7,0.5,10,14,10,0
Sensor-300575,15-08-2017 20:21,2.3,2.4,4.5,9,9,9,1
Sensor-300579,15-08-2017 20:24,7.2,1.8,0.8,16,10,13,1
Sensor-300577,15-08-2017 20:27,2.8,1.9,1.5,13,18,31,0
Sensor-300578,15-08-2017 20:28,0.9,0.6,1.1,11,14,14,1
Sensor-300575,15-08-2017 20:31,1.1,1.5,2.1,9,9,9,0
Sensor-300579,15-08-2017 20:34,4.2,1.2,1.1,14,12,13,1
Sensor-300577,15-08-2017 20:37,1.7,1.7,1.6,24,10,13,1
Sensor-300578,15-08-2017 20:38,1,1,2.3,16,9,12,1
Sensor-300575,15-08-2017 20:41,1.4,1.3,3.3,16,9,15,0
Sensor-300579,15-08-2017 20:44,2.8,2.2,1.4,12,14,15,1
Sensor-300577,15-08-2017 20:47,2.2,1.4,2,10,15,65,0
Sensor-300578,15-08-2017 20:48,1.2,0.6,1.4,13,10,14,1
Sensor-300575,15-08-2017 20:51,2.5,1.4,4.8,9,9,9,0
Sensor-195732,15-08-2017 20:51,0.4,0.8,1.7,9,9,9,1
Sensor-300579,15-08-2017 20:54,1.7,1,0.8,14,12,14,0
Sensor-300577,15-08-2017 20:57,10.9,2.6,2.3,12,11,10,1
Sensor-300575,15-08-2017 21:01,2.3,1.6,3.2,9,9,9,1
Sensor-195732,15-08-2017 21:02,0.5,0.9,2.5,13,9,9,0
Sensor-300579,15-08-2017 21:04,1.7,1.2,0.8,14,19,10,1
Sensor-300577,15-08-2017 21:07,5.2,0.9,1.3,13,12,12,1
Sensor-300578,15-08-2017 21:08,1.3,1.1,3.3,13,16,25,1
Sensor-300575,15-08-2017 21:11,0.8,2.4,3.3,22,9,9,0
Sensor-300579,15-08-2017 21:14,3.3,0.2,0.7,13,14,16,0
Sensor-300577,15-08-2017 21:17,5.8,2,1.7,9,14,12,0
Sensor-300578,15-08-2017 21:18,1.1,1.2,4,9,9,9,1
Sensor-300575,15-08-2017 21:21,0.6,1.1,2,12,11,11,0
Sensor-300579,15-08-2017 21:24,3.1,2.3,2.5,12,12,9,1
Sensor-300577,15-08-2017 21:27,6,1.3,1.7,9,17,9,0
Sensor-300578,15-08-2017 21:28,0.5,0.5,1.4,16,9,9,0
Sensor-300575,15-08-2017 21:31,1.6,1.5,3.9,9,10,11,1
Sensor-300579,15-08-2017 21:34,11.3,2.7,1.3,11,12,13,0
Sensor-300577,15-08-2017 21:37,1.5,0.5,0.8,11,12,12,1
Sensor-300578,15-08-2017 21:38,0.7,0.5,1,10,13,10,1
Sensor-300575,15-08-2017 21:41,1.9,3.7,6.8,13,16,9,1
Sensor-300579,15-08-2017 21:44,2.5,0.4,0.5,11,11,10,1
Sensor-300577,15-08-2017 21:47,2.6,0.7,0.8,13,25,14,0
Sensor-300575,15-08-2017 21:51,2.9,3.3,6.6,9,9,11,0
Sensor-195732,15-08-2017 21:52,0.3,0.3,1.8,22,16,13,0
Sensor-300579,15-08-2017 21:54,2.6,0.7,0.5,10,19,12,1
Sensor-300577,15-08-2017 21:57,4.8,2.6,1.9,12,15,15,1
Sensor-300578,15-08-2017 21:58,2.1,2.4,2.9,9,9,13,1
Sensor-300579,15-08-2017 22:04,0.9,0.3,0.6,9,12,11,0
Sensor-300577,15-08-2017 22:06,2.1,0.2,0.3,16,9,9,1
Sensor-300577,16-08-2017 01:05,13.2,1.9,0.9,16,9,13,0
Sensor-300575,16-08-2017 01:09,1.6,2,5.3,9,9,9,0
Sensor-300579,16-08-2017 03:41,4.3,3.5,0.7,17,11,13,1
Sensor-300577,16-08-2017 03:43,9.5,1.1,1.1,9,9,16,1
Sensor-300578,16-08-2017 03:45,1,1.1,1.7,9,9,9,1
Sensor-300575,16-08-2017 03:50,0.3,0.9,1.3,9,9,9,1
Sensor-300579,16-08-2017 03:51,6.4,1.7,1.9,12,11,17,1
Sensor-300577,16-08-2017 03:53,1.9,1.6,1.4,13,13,32,1
Sensor-195732,16-08-2017 03:54,6.8,10.1,12.1,9,9,16,1
Sensor-300578,16-08-2017 03:55,0.6,0.4,1,14,13,22,1
Sensor-300575,16-08-2017 04:00,4.2,3.4,8,9,16,16,0
Sensor-300579,16-08-2017 04:01,2.3,2.3,2.2,20,10,9,0
Sensor-300577,16-08-2017 04:03,7.6,0.5,0.8,10,11,10,1
Sensor-300578,16-08-2017 04:05,0.5,0.6,1,14,13,16,0
Sensor-300575,16-08-2017 04:10,0.5,1.5,2.8,9,13,14,1
Sensor-300579,16-08-2017 04:11,6,1.9,0.8,9,17,16,1
Sensor-300577,16-08-2017 04:13,4.1,1.9,3,13,12,28,0
Sensor-300575,16-08-2017 04:20,1.2,3.3,8.6,9,17,11,0
Sensor-300579,16-08-2017 04:21,6.9,0.4,0.4,10,13,10,1
Sensor-300577,16-08-2017 04:23,15,1.1,1.3,13,13,10,1
Sensor-300578,16-08-2017 04:25,1,1.1,1.3,13,13,13,0
Sensor-300575,16-08-2017 04:30,2.2,2.2,4.1,9,9,20,1
Sensor-300579,16-08-2017 04:31,3.9,5.2,2.2,15,15,15,0
Sensor-300577,16-08-2017 04:33,2.7,2.1,2.3,16,11,13,0
Sensor-300578,16-08-2017 04:35,0.6,0.7,1.4,9,9,9,0
Sensor-300575,16-08-2017 04:40,1.3,1.4,4.3,13,9,9,1
Sensor-300579,16-08-2017 04:41,6,0.4,0.5,10,17,10,1
Sensor-300577,16-08-2017 04:43,1.8,1.2,1.2,11,12,10,1
Sensor-300575,16-08-2017 04:50,1.5,2.4,5.9,9,16,13,1
Sensor-300579,16-08-2017 04:51,4.6,3.5,3,10,11,11,1
Sensor-300577,16-08-2017 04:53,1.7,0.5,0.6,16,10,10,1
Sensor-300578,16-08-2017 04:55,2.3,1.2,1.9,9,16,13,0
Sensor-300575,16-08-2017 05:00,0.8,1.3,2,14,9,9,1
Sensor-300579,16-08-2017 05:01,15.3,2.3,1.5,22,10,10,0
Sensor-300577,16-08-2017 05:03,3.8,3.2,2.6,10,10,43,1
Sensor-300578,16-08-2017 05:05,0.6,1.8,1.5,9,9,14,1
Sensor-300579,16-08-2017 05:11,7.2,0.6,0.8,10,10,14,1
Sensor-300577,16-08-2017 05:13,11,6.8,4.3,9,22,22,0
Sensor-300578,16-08-2017 05:14,1.3,0.8,1.5,25,13,16,0
Sensor-300575,16-08-2017 05:20,0.9,1.9,5,9,9,9,0
Sensor-300579,16-08-2017 05:21,8.8,3.1,1.8,11,11,12,1
Sensor-300577,16-08-2017 05:23,3.6,0.7,1.2,13,15,11,0
Sensor-300578,16-08-2017 05:24,1.1,1.2,1.8,12,14,11,0
Sensor-300575,16-08-2017 05:29,1.5,1.6,4.8,9,9,34,1
Sensor-300579,16-08-2017 05:31,18.6,4.5,2,9,10,11,1
Sensor-300577,16-08-2017 05:33,3.9,2.6,2.9,14,12,11,1
Sensor-300578,16-08-2017 05:44,1.6,1.8,1.9,9,13,13,0
Sensor-300575,16-08-2017 05:49,3.1,3.8,10,16,16,9,1
Sensor-300579,16-08-2017 05:51,5.8,3.9,1.7,10,11,11,0
Sensor-300577,16-08-2017 05:53,6.8,2.2,2.6,10,11,13,0
Sensor-300578,16-08-2017 05:54,0.9,0.6,1.4,11,9,17,0
Sensor-300575,16-08-2017 05:59,0.7,0.9,3.1,13,9,9,1
Sensor-300579,16-08-2017 06:01,1.5,2.3,1.7,10,10,10,0
Sensor-300577,16-08-2017 06:03,4.5,2,2.8,17,14,11,1
Sensor-300578,16-08-2017 06:04,1.3,0.6,1.5,11,14,14,1
Sensor-300575,16-08-2017 06:09,0.4,1,1.5,9,9,9,0
Sensor-300579,16-08-2017 06:10,1.1,0.7,0.4,14,12,11,0
Sensor-300577,16-08-2017 06:13,2,0.6,0.7,12,14,14,1
Sensor-300578,16-08-2017 06:14,0.8,1.2,1.1,12,13,9,0
Sensor-300579,16-08-2017 06:20,1.9,0.5,0.8,12,13,10,0
Sensor-300577,16-08-2017 06:23,3.2,1.7,1.8,26,11,9,1
Sensor-300578,16-08-2017 06:24,1.4,1.6,1.7,9,15,15,0
Sensor-300575,16-08-2017 06:29,1.1,1.1,1.9,11,14,17,1
Sensor-300579,16-08-2017 06:30,1.7,1.2,1,10,11,9,1
Sensor-300577,16-08-2017 06:33,4.6,0.7,0.9,11,14,11,0
Sensor-300578,16-08-2017 06:34,0.8,0.8,1.1,9,16,17,1
Sensor-300575,16-08-2017 06:39,1.5,1.6,3.2,13,22,9,0
Sensor-300579,16-08-2017 06:40,10,2.7,1.9,12,10,12,0
Sensor-300577,16-08-2017 06:43,7,1.6,2.2,12,10,13,0
Sensor-300578,16-08-2017 06:44,0.3,0.8,0.4,9,9,13,1
Sensor-300575,16-08-2017 06:49,0.6,1.4,1.9,15,9,11,1
Sensor-300579,16-08-2017 06:50,2.1,1.1,0.6,19,9,11,0
Sensor-300577,16-08-2017 06:53,6,3.3,2,10,11,11,0
Sensor-300578,16-08-2017 06:54,0.6,0.6,0.8,12,11,9,0
Sensor-300575,16-08-2017 06:59,3.9,3.7,4.5,13,9,9,0
Sensor-300579,16-08-2017 07:00,6.9,1.6,0.9,12,10,13,0
Sensor-300577,16-08-2017 07:03,2.7,2.5,1.9,11,9,11,1
Sensor-300578,16-08-2017 07:04,1,0.8,1.9,12,9,12,0
Sensor-300575,16-08-2017 07:09,2.1,4.2,6.2,12,11,9,1
Sensor-300579,16-08-2017 07:10,2.1,2.1,1.9,10,13,12,1
Sensor-300577,16-08-2017 07:13,5.3,0.4,0.7,11,11,10,1
Sensor-300578,16-08-2017 07:14,1.6,1.4,1.7,9,9,9,0
Sensor-300575,16-08-2017 07:19,1.1,2.8,3,16,13,9,0
Sensor-300579,16-08-2017 07:20,9.5,0.7,0.8,10,12,10,0
Sensor-300577,16-08-2017 07:23,8.8,1.9,2.1,10,14,9,1
Sensor-300578,16-08-2017 07:24,1.2,0.7,1.6,11,12,12,0
Sensor-300575,16-08-2017 07:29,1.3,4.1,5.3,9,25,16,0
Sensor-300579,16-08-2017 07:30,1.3,1,1.4,10,10,10,0
Sensor-300577,16-08-2017 07:32,4.6,0.4,0.7,14,11,10,0
Sensor-300578,16-08-2017 07:34,2,0.9,1.8,11,11,13,1
Sensor-300575,16-08-2017 07:38,1.9,1.8,4.2,13,9,9,1
Sensor-300579,16-08-2017 08:10,5.8,2.9,1.9,11,21,13,0
Sensor-300577,16-08-2017 08:12,4.2,1.6,1.2,15,10,10,0
Sensor-300578,16-08-2017 08:13,1.6,1,2.2,9,13,13,1
Sensor-300575,16-08-2017 08:18,1.6,3.7,5.8,13,11,9,0
